"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Europe & Central Asia (all income levels)","ECS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.19584777714335","9.46811730454404","10.1693746414844","9.76877664590999","9.92441927207126","10.3722986253419","10.3542580265305","10.2961435137799","9.44256173000757","8.95304013928962","8.86866967909312","8.88620422046756","8.87276599260123","8.49449376257029","8.06294110248943","7.24163187376811","7.12075041282471","9.08133254453279","9.16193714901705","8.80333799697308","9.03954653053771","",
"Ecuador","ECU","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19999980926514","7","7.90000009536743","6.09999990463257","5.80000019073486","8.89999961853027","8.30000019073486","7.09999990463257","6.90000009536743","10.3999996185303","9.19999980926514","11.5","14","9","10.6999998092651","9.10000038146973","11.3999996185303","8.60000038146973","7.69999980926514","7.69999980926514","6.09999990463257","7.30000019073486","6.5","5","4.19999980926514","4.09999990463257","",
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","5.19999980926514","5.40000009536743","5.69999980926514","6.59999990463257","6","","","","","6.90000009536743","8.60000038146973","9.60000038146973","9","10.8999996185303","11","11.3000001907349","9","8.39999961853027","8.19999980926514","8.10000038146973","9","9.39999961853027","10.1999998092651","10.3999996185303","10.6999998092651","11.1999998092651","10.6000003814697","8.89999961853027","8.69999980926514","9.39999961853027","9","12","12.6999998092651","",
"Euro area","EMU","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.53387526021583","8.45384540914119","9.0100975781027","10.6055313530865","11.4679619711113","11.1612536568857","11.3842010165655","11.3887251440822","10.7899982900605","10.0750200739998","9.06233597029767","8.08162793013585","8.47898300581965","8.72652099370221","9.05264151938282","8.917378984179","8.27239509890519","7.38900899971932","7.41033067323993","9.33294359857817","9.92248799064109","9.94907964079105","11.1777278034541","",
"Eritrea","ERI","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","11.1000003814697","13.6999998092651","15.5","16.8999996185303","19.6000003814697","21","20.6000003814697","19.8999996185303","18.8999996185303","17","16","16.1000003814697","18.1000003814697","22.3999996185303","23.8999996185303","22.7000007629395","22","20.6000003814697","18.6000003814697","15.6000003814697","13.8999996185303","10.5","11.3999996185303","11.3000001907349","11","9.19999980926514","8.5","8.30000019073486","11.3000001907349","18","20.1000003814697","21.6000003814697","25","",
"Estonia","EST","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.600000023841858","0.600000023841858","1.5","3.70000004768372","6.59999990463257","7.59999990463257","9.69999980926514","9.89999961853027","10.3999996185303","9.5","11.6000003814697","13.1000003814697","12.3999996185303","9.39999961853027","10.6999998092651","10","7.90000009536743","5.90000009536743","4.69999980926514","5.5","13.8000001907349","16.8999996185303","12.5","10.1000003814697","",
"Ethiopia","ETH","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.20000004768372","","","","","","","1.29999995231628","","","3.09999990463257","","","","","8.19999980926514","","","","","23.1000003814697","5.40000009536743","17","","","","","","","",
"European Union","EUU","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.18224379476849","9.44372134880301","10.9052972036822","11.2316437277606","10.6819221499039","10.6178438040801","10.2647772231087","9.71163763756724","9.45229702467033","9.0952392500506","8.55403506714893","8.93803743344593","8.92834120225312","9.08818051492131","8.86278310055446","8.14847499630127","7.1079976412711","6.89165032746075","8.86362592758685","9.54060444872526","9.52245703127522","10.3797599692719","",
"Finland","FIN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","4.69999980926514","4.90000009536743","5.40000009536743","5.5","5.19999980926514","5.09999990463257","5.30000019073486","5.19999980926514","4.5","3.20000004768372","3.09999990463257","6.5","11.6000003814697","16.2000007629395","16.3999996185303","15.3000001907349","14.3999996185303","12.6000003814697","11.3999996185303","10.1000003814697","9.69999980926514","9.10000038146973","9","9","8.80000019073486","8.39999961853027","7.59999990463257","6.80000019073486","6.30000019073486","8.19999980926514","8.39999961853027","7.69999980926514","7.59999990463257","",
"Fiji","FJI","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","6.40000009536743","7.5","7.5","8.10000038146973","7.5","9.30000019073486","9.39999961853027","6.09999990463257","6.40000009536743","5.90000009536743","5.40000009536743","5.90000009536743","5.69999980926514","5.40000009536743","5.80000019073486","","","","","","","8.5","4.69999980926514","4.59999990463257","","8.60000038146973","9","8.69999980926514","","","","",
"France","FRA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","6.40000009536743","7.40000009536743","8.10000038146973","7.90000009536743","9.5","10.3000001907349","10.1999998092651","10.6999998092651","10.1999998092651","9.60000038146973","9.39999961853027","9.10000038146973","10.1999998092651","11.3000001907349","12.6000003814697","11.8000001907349","12.3999996185303","12.6000003814697","12.1000003814697","12","10.1999998092651","8.60000038146973","8.69999980926514","8.60000038146973","9.19999980926514","8.89999961853027","8.80000019073486","8","7.40000009536743","9.10000038146973","9.30000019073486","9.19999980926514","9.89999961853027","",
"Faeroe Islands","FRO","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20000004768372","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7999992370605","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.8000001907349","11.3000001907349","11.1999998092651","10.8000001907349","8.80000019073486","7.19999980926514","6.80000019073486","8.39999961853027","9.69999980926514","10.3000001907349","9.60000038146973","8.60000038146973","8.10000038146973","7","6.09999990463257","5.90000009536743","5.5","4.69999980926514","5.09999990463257","4.80000019073486","4.59999990463257","4.69999980926514","5.40000009536743","5.30000019073486","5.30000019073486","7.69999980926514","7.80000019073486","7.80000019073486","7.90000009536743","",
"Georgia","GEO","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3999996185303","13.8000001907349","10.8000001907349","11.1999998092651","12.6000003814697","11.5","12.6000003814697","13.8000001907349","13.6000003814697","13.3000001907349","16.5","16.8999996185303","16.2999992370605","15.1000003814697","15","",
"Ghana","GHA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","","","","","10.1000003814697","10.3999996185303","","","","","","3.59999990463257","","","","4.19999980926514","","","",
"Guinea","GIN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09999990463257","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","24.2000007629395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","4","5.80000019073486","7.80000019073486","8.10000038146973","7.80000019073486","7.40000009536743","7.40000009536743","7.69999980926514","7.5","7","7.69999980926514","7.80000019073486","9","8.89999961853027","9.10000038146973","9.69999980926514","9.60000038146973","10.8000001907349","11.6999998092651","11.1000003814697","10.1999998092651","10.3000001907349","9.69999980926514","10.5","9.80000019073486","8.89999961853027","8.30000019073486","7.69999980926514","9.5","12.5","17.7000007629395","24.2000007629395","",
"Grenada","GRD","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8999996185303","","16.8999996185303","","15.1999998092651","","","10.1999998092651","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8999996185303","10.1000003814697","11.6000003814697","9","11","9.5","8.80000019073486","10.3000001907349","10.3999996185303","9.30000019073486","8.39999961853027","","","","","","","",
"Guatemala","GTM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","","2","","","","","","","","","","1.89999997615814","1.39999997615814","1.29999995231628","3.09999990463257","2.79999995231628","3.09999990463257","","1.79999995231628","2.5","","","3.70000004768372","4.09999990463257","2.90000009536743","",
"Guam","GUM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","4.90000009536743","8.69999980926514","9.60000038146973","9.30000019073486","8.39999961853027","7.80000019073486","6.30000019073486","4.40000009536743","4.30000019073486","2.79999995231628","2.79999995231628","3.5","3.90000009536743","5.5","7.59999990463257","7.90000009536743","8.30000019073486","9.60000038146973","7.69999980926514","14.6000003814697","15.3000001907349","13.3000001907349","11.3999996185303","","7.69999980926514","7","7.40000009536743","8.30000019073486","","9.30000019073486","8.19999980926514","13.3000001907349","12.1999998092651","",
"Guyana","GUY","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1000003814697","","","","","11.8999996185303","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0628978470544","6.62948614054503","7.12785612495561","7.63403335210575","7.9206402267305","7.69964385972016","7.76542736038768","7.76731886989586","7.86386250417935","7.68605767256082","7.04232656946381","6.8264180435607","7.17251247703139","7.31998863898473","7.08900434783215","6.74660978777232","6.25566335785267","5.65044689871624","5.89175671472031","8.03682721695782","8.25549959512928","7.78890730659009","7.80117500754821","",
"Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","3.70000004768372","3.5","3.59999990463257","4.40000009536743","3.79999995231628","3.20000004768372","2.79999995231628","1.70000004768372","1.39999997615814","1.10000002384186","1.29999995231628","1.79999995231628","2","2","1.89999997615814","3.20000004768372","2.79999995231628","2.20000004768372","4.59999990463257","6.19999980926514","4.90000009536743","5.09999990463257","7.30000019073486","7.90000009536743","6.69999980926514","5.59999990463257","4.80000019073486","4","3.59999990463257","5.19999980926514","4.30000019073486","3.40000009536743","3.29999995231628","",
"Honduras","HND","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1000003814697","","","","4.80000019073486","4.69999980926514","3.20000004768372","","","3.20000004768372","4.40000009536743","3.29999995231628","4","3.90000009536743","","4.09999990463257","3.90000009536743","5.19999980926514","6","4.19999980926514","3.09999990463257","2.90000009536743","3.09999990463257","3.29999995231628","4.80000019073486","4.40000009536743","","",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1000003814697","","","","","10","9.89999961853027","11","13.5","16.1000003814697","20.5","15.1000003814697","13.8999996185303","13.6999998092651","12.6000003814697","11.1000003814697","9.60000038146973","8.39999961853027","9.10000038146973","11.8000001907349","13.3999996185303","15.8000001907349","",
"Haiti","HTI","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","12.1999998092651","12.1999998092651","","","","","23.8999996185303","","12.6999998092651","","","","","","","","","7.19999980926514","","","","","","","","","","","","","","",
"Hungary","HUN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89999961853027","12.1000003814697","10.8000001907349","10.1999998092651","9.89999961853027","8.69999980926514","7.80000019073486","7","6.40000009536743","5.69999980926514","5.80000019073486","5.90000009536743","6.09999990463257","7.19999980926514","7.5","7.40000009536743","7.80000019073486","10","11.1999998092651","10.8999996185303","10.8999996185303","",
"Indonesia","IDN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","3","","","2.20000004768372","2.70000004768372","","2.79999995231628","2.79999995231628","","","2.79999995231628","","","","4.40000009536743","4.69999980926514","5.5","6.30000019073486","6.09999990463257","8.10000038146973","9.10000038146973","9.5","9.89999961853027","11.1999998092651","10.3000001907349","9.10000038146973","8.39999961853027","7.90000009536743","7.09999990463257","6.59999990463257","","",
"Isle of Man","IMN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09999990463257","","","","","3.5","","","","","1.60000002384186","","","","","2.40000009536743","","","","","","","",
"India","IND","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70000004768372","2.20000004768372","2.09999990463257","2.59999990463257","3.59999990463257","","4.30000019073486","","","","","4.40000009536743","","","","","3.5","","3.59999990463257","",
"Not classified","INX","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.8000001907349","16.3999996185303","17.8999996185303","18","18.1000003814697","17.3999996185303","16.1000003814697","14.1000003814697","15.8000001907349","15","15.6000003814697","14.6000003814697","12","11.6999998092651","10.1999998092651","7.69999980926514","5.80000019073486","4.30000019073486","3.70000004768372","4.19999980926514","4.5","4.5","4.30000019073486","4.40000009536743","4.59999990463257","6","12","13.8999996185303","14.6000003814697","14.6999998092651","",
"Iran, Islamic Rep.","IRN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1999998092651","","","","","11.1000003814697","","","","","9.10000038146973","","","","","","12.8000001907349","","10.3000001907349","12.1000003814697","","10.6000003814697","10.5","","","","","",
"Iraq","IRQ","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1000003814697","26.7999992370605","18","17.5","","15.3000001907349","","","","","",
"Iceland","ISL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","4.30000019073486","5.30000019073486","5.30000019073486","4.90000009536743","3.70000004768372","3.90000009536743","2.70000004768372","2","2.29999995231628","2.29999995231628","3.29999995231628","3.40000009536743","3.09999990463257","2.59999990463257","3","2.29999995231628","3","7.19999980926514","7.59999990463257","7.09999990463257","6","",
"Israel","ISR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","4.80000019073486","5.09999990463257","5","4.5","5.90000009536743","6.69999980926514","7.09999990463257","6.09999990463257","6.40000009536743","8.89999961853027","9.60000038146973","10.6000003814697","11.1999998092651","10","7.80000019073486","6.90000009536743","6.69999980926514","7.69999980926514","8.5","8.89999961853027","8.80000019073486","9.30000019073486","10.3000001907349","10.6999998092651","10.3999996185303","9","8.39999961853027","7.30000019073486","6.09999990463257","7.5","6.59999990463257","5.59999990463257","6.90000009536743","",
"Italy","ITA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","7.5","8.39999961853027","9","8.60000038146973","9.39999961853027","9.39999961853027","10.6000003814697","10.6999998092651","11","11","9.80000019073486","10.1000003814697","9.30000019073486","10.1999998092651","11.1000003814697","11.6999998092651","11.8999996185303","12","12.1000003814697","11.6999998092651","10.8000001907349","9.60000038146973","9.19999980926514","8.89999961853027","7.90000009536743","7.69999980926514","6.80000019073486","6.09999990463257","6.69999980926514","7.80000019073486","8.39999961853027","8.39999961853027","10.6999998092651","",
"Jamaica","JAM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","27.2999992370605","25","26.7000007629395","26.3999996185303","25.6000003814697","25","23.7000007629395","21","18.8999996185303","16.7999992370605","15.6999998092651","15.6999998092651","15.3999996185303","16.2999992370605","15.3999996185303","16.2000007629395","16","16.5","15.5","15.6999998092651","15.5","15","14.3000001907349","11.6999998092651","11.3999996185303","10.8999996185303","9.60000038146973","9.39999961853027","10.6000003814697","11.3999996185303","12.3999996185303","12.6999998092651","13.6999998092651","",
"Jordan","JOR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","6.59999990463257","","","13.3000001907349","14.8000001907349","","","","","","19.7000007629395","","14.6000003814697","13.6999998092651","","","","13.6999998092651","15.8000001907349","16.2000007629395","15.3999996185303","12.3999996185303","","","13.1000003814697","12.6999998092651","12.8999996185303","12.5","12.8999996185303","12.1999998092651","",
"Japan","JPN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","2","2.29999995231628","2.29999995231628","2.70000004768372","2.70000004768372","2.59999990463257","2.79999995231628","2.90000009536743","2.5","2.20000004768372","2.09999990463257","2.09999990463257","2.20000004768372","2.5","2.90000009536743","3.20000004768372","3.40000009536743","3.40000009536743","4.09999990463257","4.69999980926514","4.80000019073486","5","5.40000009536743","5.19999980926514","4.69999980926514","4.40000009536743","4.09999990463257","3.90000009536743","4","5","5","4.5","4.30000019073486","",
"Kazakhstan","KAZ","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","11","13","13","13.1000003814697","13.5","12.8000001907349","10.3999996185303","9.30000019073486","8.80000019073486","8.39999961853027","8.10000038146973","7.80000019073486","7.30000019073486","6.59999990463257","6.59999990463257","5.80000019073486","5.40000009536743","5.30000019073486","",
"Kenya","KEN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.80000019073486","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","7.80000019073486","12.5","9.89999961853027","8.5","8.10000038146973","8.30000019073486","8.19999980926514","8.19999980926514","","","","","",
"Cambodia","KHM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","2.5","1.70000004768372","","","","","","","1.70000004768372","0.100000001490116","0.400000005960464","0.200000002980232","0.200000002980232","",
"Kiribati","KIR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09999990463257","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","5.19999980926514","4.5","4.40000009536743","4.09999990463257","3.79999995231628","4","3.79999995231628","3.09999990463257","2.5","2.59999990463257","2.5","2.40000009536743","2.5","2.90000009536743","2.5","2.09999990463257","2","2.59999990463257","7","6.30000019073486","4.40000009536743","4","3.29999995231628","3.59999990463257","3.70000004768372","3.70000004768372","3.40000009536743","3.20000004768372","3.20000004768372","3.59999990463257","3.70000004768372","3.40000009536743","3.20000004768372","",
"Kosovo","KSV","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","55","49.7000007629395","39.7000007629395","41.4000015258789","44.9000015258789","46.2999992370605","47.5","45.4000015258789","","","30.8999996185303","",
"Kuwait","KWT","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","1.10000002384186","","","","","1.89999997615814","","","","","0.800000011920929","0.699999988079071","0.699999988079071","0.699999988079071","0.699999988079071","0.699999988079071","0.699999988079071","0.800000011920929","0.800000011920929","1.10000002384186","1.29999995231628","1.70000004768372","2","1.29999995231628","1.5","1.79999995231628","1.60000002384186","1.79999995231628","3.59999990463257","","",
"Latin America & Caribbean (developing only)","LAC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41994376626844","","6.66242337972834","6.65604575031379","","7.9921651400196","8.389854774707","8.15344233954546","8.73419949289638","9.30897378540847","","9.0276414298675","9.35163848465426","9.47329472369257","8.51527261198907","8.13996221709177","7.31432196720452","6.86775071245291","6.46757353453116","7.51492970989748","","6.66513337740775","","",
"Lao PDR","LAO","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59999990463257","","","","","","","","","","1.39999997615814","","","","","","","","",
"Lebanon","LBN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","","","","","","","7.90000009536743","","","9","","6.19999980926514","","","","",
"Liberia","LBR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59999990463257","","","3.70000004768372","","","",
"Libya","LBY","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80000019073486","","16.7999992370605","19","15.8999996185303","16.2999992370605","20.5","21.6000003814697","18.1000003814697","16.5","","14.6999998092651","22.2000007629395","21","18.7000007629395","16","14","15.6999998092651","18.1000003814697","20.6000003814697","","","",
"Latin America & Caribbean (all income levels)","LCN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.54966743929678","","6.7371294156386","6.73174882483099","","7.98784875282142","8.42009366542957","8.18080938605768","8.72181509871048","9.3607951949843","","9.09111454131407","9.40997230031222","9.51462745768219","8.53479831537169","8.18260742956606","7.36495541619365","6.90831236053706","6.53788918056793","7.62472656476222","","6.72591267573327","","",
"Least developed countries: UN classification","LDC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","14.1000003814697","","","","","13.6999998092651","14.6999998092651","14.1999998092651","13.6999998092651","13","12.1999998092651","11.3000001907349","10.6000003814697","9.10000038146973","8.89999961853027","7.69999980926514","7.90000009536743","8.80000019073486","8.19999980926514","8.39999961853027","7.69999980926514","6.5","6","5.19999980926514","5.90000009536743","4.90000009536743","4.19999980926514","4","",
"Lower middle income","LMC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51983889128839","3.85869612173198","3.67641611622624","4.30009733648371","4.98733561489713","","5.61346403728479","","","","","6.24635784462137","","","","","5.01471755045801","","","",
"Low & middle income","LMY","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2333235324344","4.35740410321445","4.16624059118593","4.5923783987314","4.86552048355725","","5.0996355204995","","","","","5.88016861611556","","","","","","","","",
"Lesotho","LSO","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","39.2999992370605","","27.2999992370605","","","","","","","","","25.2999992370605","","","","","",
"Lithuania","LTU","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3999996185303","17.1000003814697","15.6000003814697","14.1000003814697","13.6999998092651","13.3999996185303","15.8999996185303","16.7999992370605","13","12.8999996185303","11.3000001907349","8.30000019073486","5.59999990463257","4.30000019073486","5.80000019073486","13.6999998092651","17.7999992370605","15.3000001907349","13.1999998092651","",
"Luxembourg","LUX","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.20000004768372","2.70000004768372","3","2.70000004768372","2.40000009536743","1.89999997615814","1.5","1.60000002384186","1.5","2","2.29999995231628","3.5","2.90000009536743","3.29999995231628","2.5","2.79999995231628","2.40000009536743","2.29999995231628","1.79999995231628","2.59999990463257","3.70000004768372","5.09999990463257","4.5","4.69999980926514","4.09999990463257","5.09999990463257","5.09999990463257","4.40000009536743","4.90000009536743","5.09999990463257","",
