"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Latvia","LVA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2000007629395","14.6999998092651","14.5","13.8000001907349","14.1999998092651","13.1000003814697","13.1999998092651","10.6000003814697","9.89999961853027","8.89999961853027","6.80000019073486","6","7.40000009536743","17.1000003814697","18.7000007629395","16.2000007629395","14.8999996185303","",
"Macao SAR, China","MAC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70000004768372","3.09999990463257","3","2.29999995231628","2","2.40000009536743","3.59999990463257","4.19999980926514","3.09999990463257","4.5","6.30000019073486","6.69999980926514","6.5","6.40000009536743","6.09999990463257","4.90000009536743","4.19999980926514","3.70000004768372","3","3","3.5","2.79999995231628","2.59999990463257","","",
"St. Martin (French part)","MAF","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6999998092651","13.8999996185303","16.2999992370605","15.8000001907349","17.2999992370605","16","15.8999996185303","","22.8999996185303","18.1000003814697","16.8999996185303","19.1000003814697","13.8999996185303","13.6000003814697","12.5","11.6000003814697","11.8999996185303","10.8000001907349","11","9.69999980926514","9.80000019073486","9.60000038146973","9.10000038146973","9.10000038146973","8.89999961853027","9","",
"Monaco","MCO","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59999990463257","","","","","","","","","","","","","",
"Moldova","MDA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1000003814697","8.5","7.30000019073486","6.80000019073486","7.90000009536743","8.10000038146973","7.30000019073486","7.40000009536743","5.09999990463257","4","6.40000009536743","7.40000009536743","6.69999980926514","5.59999990463257","",
"Madagascar","MDG","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80000019073486","5.30000019073486","","5","","2.59999990463257","","","","","","","","",
"Maldives","MDV","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.800000011920929","","","","","2","","","","","","14.3999996185303","","","","","","","",
"Middle East & North Africa (all income levels)","MEA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5802288414129","","","","","","","","","","","13.0326123151209","","13.1835866853235","12.3583008931177","10.9127596003086","10.0406348298429","9.86302618330449","9.01742955035427","","","","",
"Mexico","MEX","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","3","3.09999990463257","3.20000004768372","4.19999980926514","6.90000009536743","5.19999980926514","4.09999990463257","3.59999990463257","2.5","2.59999990463257","2.5","2.90000009536743","3","3.70000004768372","3.5","3.20000004768372","3.40000009536743","3.5","5.19999980926514","5.19999980926514","5.30000019073486","4.90000009536743","",
"Marshall Islands","MHL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","9.69999980926514","","","","","","","","12.5","","","","","","","","","","","30.8999996185303","","","","","","","","","","","","","","",
"Middle income","MIC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25897007190407","4.35593963710055","4.22789575982597","4.5948441725314","4.87853285465775","","5.1653137257358","","","","6.57156959024266","5.98420563859942","","","","","","","","",
"Macedonia, FYR","MKD","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","34.5","32.4000015258789","32.2000007629395","30.5","31.8999996185303","36.7000007629395","37.2000007629395","37.2999992370605","36","34.9000015258789","33.7999992370605","32.2000007629395","32","31.3999996185303","31","",
"Mali","MLI","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29999995231628","","","","","","","8.80000019073486","","","","","","","","","",
"Malta","MLT","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30000019073486","7.09999990463257","6.90000009536743","7.5","7.30000019073486","7.30000019073486","6.90000009536743","6.5","6","6.90000009536743","6.90000009536743","6.5","6.40000009536743","",
"Myanmar","MMR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6801584642334","","","","","","","","","","","14.0498343679659","","13.5116149963667","12.9013397633607","11.8983272032846","10.7767279766116","10.9234350582356","","","","","",
"Montenegro","MNE","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2999992370605","","19.3999996185303","16.7999992370605","19.1000003814697","19.7000007629395","19.7000007629395","19.6000003814697","",
"Mongolia","MNG","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90000009536743","","","","6.19999980926514","6.80000019073486","","","","7.19999980926514","5.59999990463257","5.90000009536743","6.5","4.80000019073486","","",
"Northern Mariana Islands","MNP","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","9.69999980926514","9.89999961853027","","","","","","","","","","","","","","","3.79999995231628","","","4.59999990463257","","6.5","","","","","","","","",
"Mozambique","MOZ","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20000004768372","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7999992370605","","","","","","","","","","","","20.6000003814697","","","","32.5","","","","31.2000007629395","","","","","",
"Mauritius","MUS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29999995231628","3.90000009536743","4.5","","5.80000019073486","6.59999990463257","6.90000009536743","7.69999980926514","8.80000019073486","6.80000019073486","7.19999980926514","7.69999980926514","8.5","9.60000038146973","9.10000038146973","8.5","7.19999980926514","7.30000019073486","7.69999980926514","7.90000009536743","8.69999980926514","",
"Malawi","MWI","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.40000009536743","","","","","","","","","","","","","","","","","","","","","7.80000019073486","","","","","","","","","",
"Malaysia","MYS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","3.40000009536743","3.79999995231628","5","5.59999990463257","7.40000009536743","7.30000019073486","7.19999980926514","5.69999980926514","4.5","","3.70000004768372","4.09999990463257","","3.09999990463257","2.5","2.40000009536743","3.20000004768372","3.40000009536743","3","3.5","3.5","3.59999990463257","3.5","3.5","3.29999995231628","3.20000004768372","3.29999995231628","3.70000004768372","3.40000009536743","3.09999990463257","3","",
"North America","NAC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.85775679538726","7.16140222336491","7.87517574535364","7.35458113497965","6.53024413718692","5.98673999894294","5.81445569868085","5.31402016105316","4.87525491214572","4.53720835680666","4.27834086722471","4.95029977954313","5.99385283620841","6.16612236050183","5.6775977043633","5.26635562706848","4.77653255895489","4.74713843301805","5.83172047506515","9.19367458104177","9.42784244172343","8.73749332718842","8.00222347948189","",
"Namibia","NAM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","","19.3999996185303","","","19.5","","","20.2999992370605","","","","21.8999996185303","","","","37.5999984741211","","22.1000003814697","26.7999992370605","16.7000007629395","",
"New Caledonia","NCL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6000003814697","","","","","","","","","","","","","","","","","",
"Niger","NER","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09999990463257","","","","","","1.5","","","","","","","","","","","","",
"Nigeria","NGA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","3.90000009536743","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.20000004768372","4.69999980926514","5.80000019073486","6","8.30000019073486","10.8999996185303","14","14.3999996185303","","","16.8999996185303","14.8999996185303","13.3000001907349","13.1999998092651","10.8999996185303","9.80000019073486","6.40000009536743","12.1999998092651","8","6.69999980926514","5.59999990463257","5.30000019073486","5","6.19999980926514","","8","","","",
"Netherlands","NLD","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","7.90000009536743","","11.8999996185303","","10.5","","9.89999961853027","9.39999961853027","8.69999980926514","7.69999980926514","7.30000019073486","5.59999990463257","6.30000019073486","7.19999980926514","7.19999980926514","6.40000009536743","5.5","4.40000009536743","3.59999990463257","2.70000004768372","2.09999990463257","2.59999990463257","3.59999990463257","4.59999990463257","4.69999980926514","3.90000009536743","3.20000004768372","2.79999995231628","3.40000009536743","4.5","4.40000009536743","5.30000019073486","",
"High income: nonOECD","NOC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.48207310709332","6.01644302030873","8.1617876352608","9.12348468658812","9.61352378850434","11.1234692136317","12.4651638174379","11.8306794083611","9.88765048491813","8.87302347095408","8.05670844365376","8.48162624268721","7.81971071290372","7.10858869194895","6.89905756439887","5.88514872830555","5.86076553952332","7.72979650185624","7.43903147303422","6.44318505157741","5.86353661301754","",
"Norway","NOR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","1.60000002384186","2","2.70000004768372","3.40000009536743","3.20000004768372","2.59999990463257","1.89999997615814","2.09999990463257","3.09999990463257","4.90000009536743","5.30000019073486","5.40000009536743","5.90000009536743","6","5.30000019073486","4.90000009536743","4.80000019073486","3.90000009536743","3.20000004768372","3.20000004768372","3.40000009536743","3.40000009536743","3.90000009536743","4.40000009536743","4.40000009536743","4.59999990463257","3.40000009536743","2.5","2.59999990463257","3.20000004768372","3.59999990463257","3.29999995231628","3.20000004768372","",
"Nepal","NPL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","1.79999995231628","","8.80000019073486","","","","","","","2.70000004768372","","","","","",
"New Zealand","NZL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09999990463257","4.09999990463257","5.59999990463257","7.09999990463257","7.80000019073486","10.6000003814697","10.6000003814697","9.80000019073486","8.39999961853027","6.5","6.30000019073486","6.80000019073486","7.69999980926514","7","6.19999980926514","5.40000009536743","5.30000019073486","4.80000019073486","4","3.79999995231628","3.90000009536743","3.70000004768372","4.19999980926514","6.09999990463257","6.5","6.5","6.90000009536743","",
"High income: OECD","OEC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.04390618731846","6.58971617357486","7.45518643956613","7.92045978467809","7.87850241494753","7.44566970759829","7.43371709725818","7.1792874357796","7.07261913400316","6.88486574029029","6.48125847110675","6.4314136848578","7.00122095972284","7.10899755444119","6.95722095752751","6.67910853039778","6.12792573078444","5.60338686812997","5.89822674288388","8.10005648786698","8.40193168316066","8.0588365347202","8.18287411652539","",
"OECD members","OED","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.13900500526166","6.41847478299122","7.23127615782828","7.67901246329222","7.6809898328689","7.43596036530023","7.26358463949991","6.95306565164306","6.81738273145099","6.59835280017273","6.19519045368166","6.21207156801974","6.81899175934195","6.92362884611697","6.84641688225787","6.5877545728757","6.06357120694902","5.62285912603163","5.91975472357581","8.12187995733926","8.30346185511989","7.92522253669574","7.96467132772811","",
"Oman","OMN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","3.70000004768372","3.5","3.5","3.90000009536743","3.79999995231628","3.59999990463257","3.59999990463257","3.09999990463257","2.70000004768372","","2.59999990463257","5.90000009536743","5.19999980926514","4.30000019073486","4.30000019073486","5","","5.80000019073486","5.69999980926514","","7.19999980926514","","7.80000019073486","","7.40000009536743","","6.09999990463257","5.09999990463257","5","","","","","",
"Panama","PAN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","8.39999961853027","9.69999980926514","10.1000003814697","12.3000001907349","10.5","11.8000001907349","16.2999992370605","16.2999992370605","","16.1000003814697","14.6999998092651","13.3000001907349","14","14","14.5","13.3999996185303","14","11.8000001907349","13.5","14","13.5","13","11.6999998092651","9.80000019073486","8.69999980926514","6.40000009536743","5.59999990463257","6.59999990463257","6.5","4.5","4","",
"Peru","PER","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30000019073486","4.80000019073486","","","8.60000038146973","5.80000019073486","9.39999961853027","9.89999961853027","8.89999961853027","7.09999990463257","7","7.69999980926514","7.80000019073486","8","7.80000019073486","8.80000019073486","9.69999980926514","10.3000001907349","5.19999980926514","5.19999980926514","4.59999990463257","4.5","4.5","4.40000009536743","4","3.90000009536743","3.59999990463257","",
"Philippines","PHL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","4.80000019073486","5.40000009536743","5.5","4.90000009536743","7","6.09999990463257","6.40000009536743","9.10000038146973","8.30000019073486","8.39999961853027","8.10000038146973","9","8.60000038146973","8.89999961853027","8.39999961853027","8.39999961853027","7.40000009536743","7.90000009536743","9.39999961853027","9.39999961853027","11.1999998092651","11","11.5","11.1999998092651","11.8999996185303","7.69999980926514","8","7.40000009536743","7.30000019073486","7.5","7.30000019073486","7","7","",
"Palau","PLW","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.19999980926514","","","","","","","","",
"Papua New Guinea","PNG","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.69999980926514","","","","","","","","","","2.86020994186401","","","","","","","","","","","","","",
"Poland","POL","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3000001907349","14","14.3999996185303","13.3000001907349","12.3999996185303","11.1999998092651","10.6999998092651","12.5","16.1000003814697","18.2000007629395","19.8999996185303","19.6000003814697","19","17.7000007629395","13.8000001907349","9.60000038146973","7.09999990463257","8.19999980926514","9.60000038146973","9.60000038146973","10.1000003814697","",
"Puerto Rico","PRI","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","17.1000003814697","19.8999996185303","22.8999996185303","23.2000007629395","20.8999996185303","21.5","19.5","17.7000007629395","15.6000003814697","14.6000003814697","15.1000003814697","16.7999992370605","16.8999996185303","17","14.6000003814697","13.8999996185303","13.6000003814697","13.8000001907349","13.5","11.8000001907349","10.1000003814697","11.3999996185303","11.8999996185303","11.8000001907349","10.3000001907349","11.3000001907349","11","10.8999996185303","11.6000003814697","15","16.1000003814697","15.6999998092651","14.5","",
"Korea, Dem. Rep.","PRK","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","6.69999980926514","7.09999990463257","6.30000019073486","7.19999980926514","7.80000019073486","8.19999980926514","8","6.59999990463257","5.40000009536743","4.69999980926514","4.40000009536743","3.90000009536743","3.90000009536743","5.30000019073486","6.5","6.80000019073486","6.80000019073486","6.30000019073486","4.90000009536743","4.40000009536743","3.90000009536743","4","5","6.30000019073486","6.69999980926514","7.59999990463257","7.69999980926514","8","7.59999990463257","9.5","10.8000001907349","12.6999998092651","15.6000003814697","",
"Paraguay","PRY","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","4.09999990463257","","5.59999990463257","8.30000019073486","7.30000019073486","5.09999990463257","6.09999990463257","5.5","4.69999980926514","6.09999990463257","6.40000009536743","5.09999990463257","5","5.09999990463257","4.40000009536743","3.40000009536743","","5.30000019073486","5.30000019073486","6.59999990463257","7.59999990463257","7.59999990463257","10.6999998092651","7.90000009536743","7.40000009536743","5.80000019073486","6.69999980926514","5.59999990463257","5.59999990463257","6.5","5.69999980926514","4.30000019073486","4.90000009536743","",
"Pacific island small states","PSS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69999980926514","","","","","","","","12.8999996185303","","","","","","14.8000001907349","","","","","11.6999998092651","","","","","","",
"Qatar","QAT","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40000009536743","","","","3.90000009536743","","","1.5","","0.899999976158142","0.5","0.300000011920929","0.300000011920929","","0.600000023841858","0.5","",
"Romania","ROU","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.19999980926514","8","6.69999980926514","5.5","5.59999990463257","6.19999980926514","7","6.59999990463257","8.10000038146973","7","7.69999980926514","7.19999980926514","7.30000019073486","6.40000009536743","5.80000019073486","6.90000009536743","7.30000019073486","7.40000009536743","7","",
"Russian Federation","RUS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.19999980926514","5.90000009536743","8.10000038146973","9.39999961853027","9.69999980926514","11.8000001907349","13.3000001907349","13","10.6000003814697","9","7.90000009536743","8.19999980926514","7.80000019073486","7.09999990463257","7.09999990463257","6","6.19999980926514","8.30000019073486","7.30000019073486","6.5","5.5","",
"Rwanda","RWA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.800000011920929","","0.300000011920929","","","","","0.600000023841858","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91459036907487","2.61221432571833","2.33571446147109","3.02493177263002","3.88984042686441","","4.47932231233103","","","","","4.4811195905235","","","","","3.52490378421191","","3.60562394635623","",
"Saudi Arabia","SAU","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19999980926514","","","","","","","4.30000019073486","4.59999990463257","4.59999990463257","5.19999980926514","","","","6.30000019073486","5.69999980926514","5.09999990463257","5.40000009536743","","4.40000009536743","5.59999990463257","",
"Sudan","SDN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8000001907349","","","","","",
"Senegal","SEN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","",
"Singapore","SGP","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","3","2.90000009536743","2.59999990463257","3.20000004768372","2.70000004768372","4.40000009536743","6.80000019073486","5","3.59999990463257","2.40000009536743","","","2.20000004768372","2.09999990463257","2.20000004768372","2.20000004768372","2.20000004768372","2","3.5","3.79999995231628","3.70000004768372","3.70000004768372","4.80000019073486","5.19999980926514","4.40000009536743","4.09999990463257","3.59999990463257","3","3.20000004768372","4.30000019073486","3.09999990463257","2.90000009536743","2.79999995231628","",
"Solomon Islands","SLB","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8999996185303","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.40000009536743","","","","","","","","","",
"El Salvador","SLV","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","13.1999998092651","","","","","16.8999996185303","7.90000009536743","","9.39999961853027","8.39999961853027","10","7.5","7.90000009536743","9.89999961853027","7.69999980926514","7.59999990463257","7.69999980926514","8","7.30000019073486","7","7","7","6.19999980926514","6.90000009536743","6.80000019073486","7.19999980926514","6.59999990463257","6.30000019073486","5.90000009536743","7.30000019073486","7","6.59999990463257","6.09999990463257","",
"San Marino","SMR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.40000009536743","5.69999980926514","5.5","4.69999980926514","4.90000009536743","3.70000004768372","3.59999990463257","4.09999990463257","","2.90000009536743","3.5","2.90000009536743","3","","","","","","","","2.79999995231628","2.59999990463257","","","","","","",
"Somalia","SOM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","20.7999992370605","20.7999992370605","18.1000003814697","13.6000003814697","16.6000003814697","19.2000007629395","23","23.8999996185303","",
"Sub-Saharan Africa (developing only)","SSA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","0.600000023841858","0.699999988079071","0.600000023841858","0.5","0.300000011920929","","","","","","","","","","","","","","","","14.3999996185303","","","","","","16.7000007629395","","","","","","","",
"Suriname","SUR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6000003814697","","15.8000001907349","15.6999998092651","","17.2999992370605","14.6999998092651","12.6999998092651","8.39999961853027","10.8999996185303","10.5","10.6000003814697","13.8000001907349","","","","","9.5","","","","","","","","","",
"Slovak Republic","SVK","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1999998092651","13.6999998092651","13.1000003814697","11.3000001907349","11.8999996185303","12.6000003814697","16.3999996185303","18.7999992370605","19.2999992370605","18.6000003814697","17.5","18.1000003814697","16.2000007629395","13.3000001907349","11","9.60000038146973","12.1000003814697","14.3999996185303","13.5","13.8999996185303","",
"Slovenia","SVN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09999990463257","","8.69999980926514","8.19999980926514","7.19999980926514","6.90000009536743","6.59999990463257","7.40000009536743","7.30000019073486","6.90000009536743","5.69999980926514","6.30000019073486","6.69999980926514","6.30000019073486","6.5","6","4.80000019073486","4.40000009536743","5.90000009536743","7.19999980926514","8.19999980926514","8.80000019073486","",
"Sweden","SWE","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","2.20000004768372","2.79999995231628","3.5","3.90000009536743","3.5","3.09999990463257","2.79999995231628","2.29999995231628","1.89999997615814","1.60000002384186","1.79999995231628","3.20000004768372","5.69999980926514","9.30000019073486","9.60000038146973","9.10000038146973","9.89999961853027","10","8.30000019073486","7.09999990463257","5.80000019073486","5","5.19999980926514","5.80000019073486","6.5","7.69999980926514","7","6.09999990463257","6.19999980926514","8.30000019073486","8.60000038146973","7.80000019073486","8","",
"Swaziland","SWZ","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6000003814697","","","","","","21.7000007629395","","22.5","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","13.1000003814697","","","","20.6000003814697","","","","","","","","","10.3999996185303","","","","","","","","9.80000019073486","","","5.5","","","","","","","","",
